,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
42522,4.51,ИУ,8,Б,False,2015,М
42530,3.4,ИУ,1,Специалист,True,2011,М
42531,4.49,ИУ,8,Б,False,2014,М
42540,3.9,ИУ,4,М,False,2018,М
42544,3.0,ИУ,1,Б,True,2015,М
42547,3.0,ИУ,1,Специалист,True,2013,М
42549,4.27,ИУ,10,Специалист,True,2009,М
42560,4.18,ИУ,8,Б,False,2015,М
42568,3.25,ИУ,1,Б,True,2016,М
42571,4.83,ИУ,11,Специалист,False,2008,М
42573,3.94,ИУ,7,Б,True,2016,М
42574,3.4,ИУ,9,Б,True,2012,М
42576,3.0,ИУ,1,Б,True,2017,М
42600,4.91,ИУ,8,Б,False,2014,М
42601,5.0,ИУ,4,М,False,2018,М
42612,4.6,ИУ,8,Б,False,2013,М
42613,4.94,ИУ,4,М,False,2017,М
42624,4.07,ИУ,12,Специалист,True,2013,М
42625,4.66,ИУ,12,Специалист,False,2012,М
42627,3.0,ИУ,1,Специалист,True,2009,М
42653,4.5,ИУ,1,М,True,2017,М
42654,3.0,ИУ,4,Б,True,2008,М
42665,4.17,ИУ,7,Специалист,True,2008,М
42675,3.32,ИУ,8,Б,False,2013,М
42683,3.35,ИУ,11,Специалист,True,2008,М
42688,3.61,ИУ,8,Б,True,2015,М
42706,3.47,ИУ,8,Б,False,2013,М
42707,3.12,ИУ,2,Б,True,2016,М
42718,4.54,ИУ,10,Специалист,True,2009,М
42729,4.25,ИУ,9,Специалист,True,2009,М
42740,3.0,ИУ,1,Специалист,True,2008,М
42742,3.11,ИУ,9,Специалист,True,2007,М
42756,3.25,ИУ,2,Специалист,True,2009,М
42759,4.0,ИУ,1,Б,True,2017,М
42761,3.5,ИУ,1,М,True,2018,М
42763,4.21,ИУ,12,Специалист,True,2013,М
42776,3.69,ИУ,4,Б,True,2014,М
42782,4.29,ИУ,8,Б,False,2013,М
42790,4.64,ИУ,8,Б,False,2014,М
42798,3.89,ИУ,7,Б,True,2016,М
42806,4.67,ИУ,8,Б,False,2013,М
42814,3.56,ИУ,8,Б,False,2015,Ж
42822,4.29,ИУ,8,Б,False,2016,М
42830,3.5,ИУ,1,Б,True,2016,М
42833,4.24,ИУ,8,Б,False,2016,Ж
42841,4.76,ИУ,8,Б,False,2016,Ж
42849,3.38,ИУ,5,Б,True,2008,М
42857,3.0,ИУ,1,Специалист,True,2008,М
42859,3.96,ИУ,10,Специалист,True,2007,М
42870,3.94,ИУ,4,М,False,2015,Ж
42874,4.0,ИУ,1,Специалист,True,2015,Ж
42876,4.12,ИУ,8,Б,False,2014,Ж
42884,3.0,ИУ,1,Специалист,True,2010,Ж
42885,4.24,ИУ,8,Б,False,2013,Ж
42886,4.28,ИУ,4,М,False,2017,Ж
42887,4.36,ИУ,7,Б,True,2016,Ж
42906,3.08,ИУ,3,Специалист,True,2008,Ж
42911,4.75,ИУ,12,Специалист,False,2012,Ж
42912,4.85,ИУ,11,Специалист,True,2014,Ж
42913,4.18,ИУ,5,Специалист,True,2014,Ж
42943,4.44,ИУ,8,Б,False,2014,Ж
42944,3.25,ИУ,2,Специалист,True,2015,Ж
42954,4.25,ИУ,4,М,False,2015,М
42958,4.38,ИУ,4,М,False,2015,Ж
42962,4.3,ИУ,8,Б,False,2016,Ж
42970,4.45,ИУ,11,Специалист,False,2008,Ж
42971,3.92,ИУ,8,Б,False,2013,Ж
42974,4.45,ИУ,7,Специалист,True,2012,Ж
42975,4.19,ИУ,4,М,False,2016,Ж
43001,4.0,ИУ,2,Б,True,2017,Ж
43002,4.62,ИУ,2,Б,True,2018,Ж
43007,4.38,ИУ,4,М,False,2016,Ж
43011,4.85,ИУ,4,М,False,2016,М
43015,4.0,ИУ,4,М,False,2015,М
43019,5.0,ИУ,4,М,False,2015,Ж
43023,4.12,ИУ,4,М,False,2015,М
43027,4.92,ИУ,4,М,False,2016,Ж
43031,3.9,ИУ,8,Б,True,2012,Ж
43040,3.65,ИУ,9,Специалист,True,2008,М
43051,3.47,ИУ,8,Специалист,True,2007,М
43063,4.07,ИУ,12,Специалист,False,2010,М
43075,3.19,ИУ,11,Специалист,False,2009,М
43086,4.86,ИУ,8,Б,False,2016,М
43094,3.08,ИУ,3,Специалист,True,2010,М
43098,4.46,ИУ,11,Специалист,True,2014,М
43102,5.0,ИУ,1,М,True,2016,М
43112,3.64,ИУ,11,Специалист,True,2009,М
43116,4.33,ИУ,8,Б,False,2015,М
43117,3.75,ИУ,8,Б,False,2016,М
43118,3.71,ИУ,4,М,False,2016,М
43144,3.29,ИУ,7,Б,True,2012,М
43145,3.88,ИУ,8,Б,False,2015,М
43153,4.18,ИУ,11,Специалист,False,2010,М
43174,3.97,ИУ,8,Б,False,2015,М
43182,4.08,ИУ,10,Специалист,True,2009,Ж
43193,3.5,ИУ,1,Специалист,True,2010,М
43195,3.86,ИУ,8,Б,True,2014,М
43205,4.32,ИУ,8,Б,True,2014,Ж
43214,4.0,ИУ,8,Б,False,2014,М
43215,3.86,ИУ,4,М,False,2018,М
43226,4.79,ИУ,8,Б,False,2015,М
43234,3.4,ИУ,1,Специалист,True,2015,Ж
43236,4.85,ИУ,4,М,False,2015,Ж
43240,4.95,ИУ,11,Специалист,True,2014,Ж
43252,3.48,ИУ,8,Б,False,2016,Ж
43260,4.75,ИУ,8,Б,False,2016,Ж
43268,3.14,ИУ,4,М,False,2017,М
43269,3.85,ИУ,8,Б,False,2013,М
43280,4.27,ИУ,11,Специалист,True,2009,М
43292,3.2,ИУ,1,Специалист,True,2012,М
43295,4.5,ИУ,5,Специалист,True,2008,М
43302,3.23,ИУ,3,Специалист,True,2012,М
43307,4.88,ИУ,8,Б,True,2013,М
43317,3.0,ИУ,2,Специалист,True,2010,М
43324,3.93,ИУ,3,Б,True,2014,Ж
43329,4.1,ИУ,8,Б,False,2014,М
43330,4.1,ИУ,4,М,False,2018,М
43341,4.92,ИУ,7,Б,True,2016,М
43349,3.27,ИУ,3,Б,True,2015,М
43354,3.35,ИУ,5,Специалист,True,2016,М
43361,4.15,ИУ,8,Б,False,2014,Ж
43369,4.51,ИУ,8,Б,False,2015,М
43377,4.15,ИУ,6,Б,True,2012,М
43386,3.54,ИУ,8,Б,True,2013,Ж
43396,4.91,ИУ,8,Б,False,2015,М
43404,3.93,ИУ,8,Б,False,2015,Ж
43412,4.89,ИУ,4,М,False,2015,Ж
43416,4.89,ИУ,4,М,False,2015,М
43420,3.38,ИУ,3,Специалист,True,2011,М
43424,4.19,ИУ,4,М,False,2016,М
43428,3.62,ИУ,11,Специалист,False,2008,М
43439,3.77,ИУ,11,Специалист,False,2009,М
43450,3.89,ИУ,8,Специалист,True,2008,М
43461,3.46,ИУ,12,Специалист,False,2010,М
43462,4.02,ИУ,11,Специалист,False,2009,М
43468,4.13,ИУ,8,Б,False,2013,М
43469,4.79,ИУ,4,М,False,2017,М
43496,4.33,ИУ,8,Б,False,2015,М
43504,4.71,ИУ,10,Специалист,True,2009,М
43516,4.2,ИУ,12,Специалист,True,2011,М
43529,4.42,ИУ,12,Специалист,False,2010,М
43541,4.55,ИУ,11,Специалист,False,2008,М
43544,3.65,ИУ,4,М,False,2015,М
43556,5.0,ИУ,4,М,False,2018,М
43557,4.72,ИУ,7,Б,True,2014,М
43568,3.5,ИУ,11,Специалист,False,2009,Ж
43579,4.98,ИУ,12,Специалист,False,2010,М
43591,4.59,ИУ,12,Специалист,False,2010,Ж
43603,4.43,ИУ,11,Специалист,False,2008,Ж
43614,3.38,ИУ,11,Специалист,False,2009,Ж
43615,4.27,ИУ,12,Специалист,False,2010,Ж
43621,4.31,ИУ,7,Б,True,2016,Ж
43645,4.78,ИУ,8,Б,False,2015,Ж
43653,4.36,ИУ,8,Б,False,2015,Ж
43654,5.0,ИУ,4,М,False,2015,Ж
43656,4.27,ИУ,4,Б,True,2017,Ж
43669,4.22,ИУ,12,Специалист,False,2011,Ж
43682,3.07,ИУ,11,Специалист,True,2008,М
43694,4.17,ИУ,11,Специалист,False,2009,Ж
43705,4.55,ИУ,4,М,False,2018,Ж
43709,4.19,ИУ,12,Специалист,False,2014,Ж
43721,3.41,ИУ,11,Специалист,False,2009,М
43732,3.72,ИУ,9,Специалист,True,2009,М
43745,3.82,ИУ,3,Специалист,True,2011,М
43749,4.71,ИУ,12,Специалист,False,2009,М
43752,4.41,ИУ,4,М,False,2017,М
43765,3.31,ИУ,12,Специалист,False,2010,М
43777,4.29,ИУ,12,Специалист,False,2010,М
43789,4.75,ИУ,12,Специалист,False,2010,М
43801,3.0,ИУ,2,Специалист,True,2013,М
43805,4.2,ИУ,8,Б,False,2014,М
43813,3.42,ИУ,7,Б,True,2015,Ж
43814,4.5,ИУ,7,Б,True,2016,Ж
43830,4.34,ИУ,7,Б,True,2015,Ж
43838,4.61,ИУ,7,Б,True,2015,Ж
43846,3.42,ИУ,7,Б,True,2015,М
43854,3.53,ИУ,7,Б,True,2015,М
43862,4.17,ИУ,8,Б,False,2016,М
43870,4.72,ИУ,7,Б,True,2016,М
43878,4.66,ИУ,4,М,False,2017,М
43879,4.32,ИУ,7,Б,True,2012,М
43891,3.2,ИУ,1,Специалист,True,2013,М
43894,4.76,ИУ,4,М,False,2017,Ж
43895,3.83,ИУ,1,М,True,2016,Ж
43900,4.25,ИУ,1,Б,True,2019,Ж
43902,4.87,ИУ,7,Специалист,True,2012,Ж
43910,3.26,ИУ,7,Специалист,True,2012,М
43918,3.5,ИУ,2,Б,True,2018,М
43922,3.66,ИУ,8,Б,False,2014,Ж
43930,4.84,ИУ,7,Б,True,2015,М
43938,3.78,ИУ,2,Специалист,True,2008,М
43944,3.57,ИУ,4,Б,True,2017,М
43950,4.0,ИУ,1,Б,True,2018,Ж
43952,4.97,ИУ,8,Б,False,2016,Ж
43960,4.53,ИУ,7,Б,True,2015,М
43968,4.63,ИУ,6,Специалист,True,2008,М
43976,4.0,ИУ,1,Б,True,2015,М
43983,4.97,ИУ,7,Б,True,2016,Ж
43991,4.79,ИУ,6,Специалист,True,2010,Ж
44000,3.0,ИУ,1,Б,True,2017,М
44006,3.29,ИУ,2,Специалист,True,2011,Ж
44009,4.84,ИУ,7,Специалист,True,2012,Ж
44017,4.43,ИУ,12,Специалист,False,2011,Ж
44029,3.76,ИУ,8,Б,False,2013,М
44037,4.98,ИУ,8,Б,False,2014,Ж
44045,4.1,ИУ,8,Б,False,2014,М
44053,4.95,ИУ,7,Б,True,2015,М
44061,4.89,ИУ,7,Б,True,2015,М
44069,4.36,ИУ,7,Б,True,2016,Ж
44077,3.25,ИУ,1,Б,True,2017,Ж
44079,3.33,ИУ,2,Специалист,True,2008,М
44083,3.0,ИУ,1,Б,True,2017,Ж
44086,4.25,ИУ,1,Б,True,2019,М
44088,3.8,ИУ,9,Специалист,True,2008,М
44099,3.33,ИУ,1,Б,True,2018,М
44101,4.67,ИУ,3,Специалист,True,2013,Ж
44105,3.6,ИУ,4,М,False,2015,М
44109,3.9,ИУ,4,М,False,2015,М
44113,3.38,ИУ,2,Специалист,True,2010,М
44115,3.0,ИУ,1,Специалист,True,2009,М
44119,3.7,ИУ,4,М,False,2015,М
44123,4.58,ИУ,8,Б,True,2014,М
44132,4.67,ИУ,9,Специалист,True,2008,Ж
44143,4.55,ИУ,10,Специалист,True,2009,М
44154,4.19,ИУ,10,Специалист,True,2009,Ж
44165,4.68,ИУ,12,Специалист,False,2010,Ж
44169,3.67,ИУ,1,Б,True,2017,Ж
44179,4.68,ИУ,6,Специалист,True,2012,Ж
44180,4.25,ИУ,2,Б,True,2016,Ж
44181,5.0,ИУ,4,М,False,2016,Ж
44194,4.18,ИУ,12,Специалист,False,2011,Ж
44206,3.6,ИУ,10,Специалист,True,2008,М
44217,3.0,ИУ,1,Специалист,True,2010,Ж
44219,4.38,ИУ,2,Специалист,True,2012,М
44223,3.58,ИУ,8,Б,False,2013,М
44231,4.17,ИУ,8,Б,False,2013,Ж
44232,4.85,ИУ,4,М,False,2017,Ж
44243,3.0,ИУ,1,Специалист,True,2014,М
44245,4.79,ИУ,8,Б,False,2016,М
44253,3.88,ИУ,9,Б,True,2014,Ж
44263,4.86,ИУ,8,Б,False,2014,М
44264,4.3,ИУ,4,М,False,2018,М
44275,3.58,ИУ,9,Специалист,True,2007,М
44276,4.41,ИУ,8,Специалист,True,2007,М
44278,4.14,ИУ,2,Б,True,2015,М
44304,3.97,ИУ,9,Специалист,True,2011,М
44316,4.94,ИУ,8,Б,False,2014,Ж
44317,4.5,ИУ,4,М,False,2018,Ж
44328,4.26,ИУ,8,Б,False,2016,Ж
44336,3.0,ИУ,1,Б,True,2018,М
44338,4.5,ИУ,3,Б,True,2015,М
44342,4.36,ИУ,6,Б,True,2016,Ж
44350,4.3,ИУ,4,М,False,2017,М
44351,3.89,ИУ,8,Б,False,2013,М
44362,3.85,ИУ,4,М,False,2017,М
44363,3.42,ИУ,8,Б,True,2012,М
44375,4.57,ИУ,8,Б,False,2014,Ж
44383,3.33,ИУ,1,Специалист,True,2014,М
44385,3.66,ИУ,8,Б,False,2016,М
44393,3.69,ИУ,8,Б,False,2016,М
44401,4.86,ИУ,8,Б,False,2016,М
44409,4.55,ИУ,4,М,False,2017,М
44413,4.8,ИУ,4,М,False,2017,Ж
44417,3.0,ИУ,1,Специалист,True,2009,М
44419,4.44,ИУ,8,Б,False,2015,Ж
44427,3.32,ИУ,8,Б,True,2015,Ж
44437,3.12,ИУ,2,Специалист,True,2015,М
44440,3.0,ИУ,1,Б,True,2016,М
44444,3.81,ИУ,8,Б,False,2016,М
44452,4.54,ИУ,3,Специалист,True,2014,М
44456,4.0,ИУ,1,Специалист,True,2015,М
44459,3.85,ИУ,2,М,True,2016,М
44463,4.25,ИУ,10,Специалист,True,2007,М
44476,3.65,ИУ,9,Специалист,True,2007,Ж
44488,3.22,ИУ,9,Специалист,True,2009,Ж
44500,4.21,ИУ,10,Специалист,True,2010,М
44512,3.38,ИУ,10,Специалист,True,2009,М
44525,3.73,ИУ,10,Специалист,True,2010,М
44537,4.0,ИУ,10,Специалист,True,2007,М
44548,3.73,ИУ,10,Специалист,True,2010,Ж
44560,4.73,ИУ,12,Специалист,False,2011,Ж
44561,4.61,ИУ,12,Специалист,False,2012,Ж
44562,4.82,ИУ,12,Специалист,False,2011,Ж
44563,4.82,ИУ,12,Специалист,False,2011,Ж
44608,3.0,ИУ,2,Специалист,True,2012,Ж
44614,3.25,ИУ,1,Специалист,True,2012,М
44617,3.97,ИУ,8,Б,True,2014,М
44626,3.25,ИУ,1,Специалист,True,2014,М
44629,5.0,ИУ,1,М,True,2017,Ж
44631,4.22,ИУ,4,М,False,2018,М
44632,4.72,ИУ,7,Б,True,2014,М
44643,3.08,ИУ,3,Специалист,True,2009,М
44649,3.25,ИУ,1,Специалист,True,2010,Ж
44651,3.25,ИУ,4,Специалист,True,2010,М
44657,5.0,ИУ,6,Специалист,True,2012,М
44658,5.0,ИУ,4,М,False,2016,М
44669,4.0,ИУ,6,Специалист,True,2012,М
44670,4.82,ИУ,4,М,False,2016,М
44681,3.75,ИУ,12,Специалист,False,2011,М
44693,3.86,ИУ,6,Специалист,True,2012,М
44694,4.07,ИУ,4,М,False,2016,М
44705,3.25,ИУ,1,Б,True,2016,М
44708,3.36,ИУ,3,Специалист,True,2008,М
44713,4.16,ИУ,8,Специалист,True,2008,Ж
44725,3.94,ИУ,11,Специалист,True,2010,Ж
44737,4.06,ИУ,8,Б,False,2015,Ж
44745,3.0,ИУ,1,Специалист,True,2010,М
44747,4.89,ИУ,7,Специалист,True,2012,М
44755,3.0,ИУ,1,Специалист,True,2012,Ж
44759,3.87,ИУ,4,Б,True,2014,М
44767,3.71,ИУ,2,Б,True,2015,М
44774,4.52,ИУ,8,Б,False,2015,М
44782,3.82,ИУ,8,Б,False,2016,Ж
44790,4.73,ИУ,3,М,False,2018,Ж
44793,4.74,ИУ,9,Специалист,True,2007,М
44805,3.12,ИУ,4,Специалист,True,2009,М
44810,3.81,ИУ,10,Специалист,True,2009,М
44822,3.64,ИУ,4,Б,True,2015,М
44827,3.53,ИУ,4,Б,True,2017,М
44832,3.94,ИУ,8,Б,False,2016,М
44840,3.88,ИУ,8,Б,False,2016,Ж
44848,3.88,ИУ,8,Б,False,2016,М
44856,3.82,ИУ,8,Б,False,2016,Ж
44864,3.97,ИУ,8,Б,False,2016,М
44872,4.47,ИУ,8,Б,False,2016,Ж
44880,3.33,ИУ,4,Б,True,2017,М
44886,3.38,ИУ,2,Б,True,2016,М
44890,4.33,ИУ,4,М,False,2016,М
44894,4.93,ИУ,4,М,False,2016,М
44898,4.59,ИУ,10,Специалист,True,2007,М
44909,3.46,ИУ,10,Специалист,True,2009,М
44920,4.4,ИУ,10,Специалист,True,2009,М
44931,3.71,ИУ,12,Специалист,False,2010,М
44943,4.47,ИУ,12,Специалист,False,2011,Ж
44944,4.93,ИУ,12,Специалист,False,2012,Ж
44967,4.47,ИУ,12,Специалист,False,2013,Ж
44979,3.78,ИУ,12,Специалист,True,2013,М
44992,3.93,ИУ,10,Специалист,True,2007,М
44993,4.55,ИУ,11,Специалист,False,2010,М
45014,4.56,ИУ,12,Специалист,False,2012,М
45026,4.05,ИУ,11,Специалист,True,2014,М
45038,4.47,ИУ,9,Специалист,True,2008,М
45049,3.34,ИУ,9,Специалист,True,2008,М
45060,4.22,ИУ,13,Специалист,True,2008,М
45074,3.88,ИУ,12,Специалист,False,2012,М
45086,3.85,ИУ,12,Специалист,False,2013,М
45098,5.0,ИУ,8,Специалист,True,2008,Ж
45109,4.88,ИУ,8,Специалист,True,2008,Ж
45120,4.25,ИУ,11,Специалист,True,2014,М
45132,3.2,ИУ,2,Специалист,True,2016,М
45136,3.0,ИУ,1,Специалист,True,2018,М
45139,3.2,ИУ,1,Специалист,True,2015,М
45141,3.33,ИУ,1,М,True,2016,М
45143,3.0,ИУ,1,Специалист,True,2011,Ж
45145,3.25,ИУ,1,Специалист,True,2011,М
45147,3.46,ИУ,7,Б,True,2012,М
45160,3.43,ИУ,6,Б,True,2012,М
45169,4.12,ИУ,4,Б,True,2015,М
45175,4.58,ИУ,8,Б,False,2016,М
45183,4.11,ИУ,4,М,False,2017,М
45187,3.0,ИУ,1,Б,True,2017,М
45190,3.64,ИУ,8,Б,False,2015,Ж
45198,4.82,ИУ,8,Б,False,2016,Ж
45206,3.89,ИУ,2,Б,True,2017,М
45211,3.5,ИУ,1,Б,True,2018,М
45214,3.93,ИУ,4,М,False,2015,Ж
0,4.0,СМ,10,Специалист,True,2008,М
1,3.48,СМ,10,Специалист,True,2008,М
2,3.59,СМ,10,Специалист,True,2008,М
3,3.92,СМ,11,Специалист,True,2011,М
4,3.62,СМ,12,Специалист,True,2009,М
5,3.88,СМ,10,Специалист,True,2012,М
6,4.34,СМ,7,Специалист,True,2012,М
7,4.83,СМ,12,Специалист,False,2014,М
8,4.72,СМ,10,Специалист,True,2008,М
9,3.41,СМ,10,Специалист,True,2011,М
10,3.68,СМ,9,Специалист,True,2011,М
11,4.24,СМ,11,Специалист,True,2011,М
12,4.06,СМ,10,Специалист,True,2012,М
13,3.88,СМ,12,Специалист,False,2014,М
14,3.45,СМ,10,Специалист,True,2009,М
17,4.27,СМ,3,Специалист,True,2012,М
19,3.0,СМ,1,Специалист,True,2014,М
23,3.3,СМ,2,Специалист,True,2009,М
24,3.33,СМ,3,Специалист,True,2009,М
41,3.1,СМ,2,Специалист,True,2010,М
42,3.32,СМ,5,Специалист,True,2010,М
44,3.5,СМ,1,Специалист,True,2011,М
48,3.81,СМ,4,Специалист,True,2014,М
49,3.4,СМ,2,Специалист,True,2015,М
211,3.91,СМ,9,Специалист,True,2007,М
212,4.56,СМ,11,Специалист,False,2008,М
213,4.44,СМ,11,Специалист,False,2010,М
214,3.36,СМ,11,Специалист,True,2009,М
215,3.97,СМ,12,Специалист,True,2011,М
216,4.65,СМ,11,Специалист,True,2012,М
217,3.55,СМ,12,Специалист,False,2013,М
218,4.97,СМ,12,Специалист,False,2013,М
219,4.63,СМ,12,Специалист,False,2013,М
220,4.44,СМ,12,Специалист,False,2014,М
221,4.31,СМ,11,Специалист,True,2014,М
222,3.77,СМ,12,Специалист,False,2009,М
223,3.93,СМ,11,Специалист,False,2010,М
224,4.05,СМ,11,Специалист,False,2010,М
225,4.03,СМ,12,Специалист,False,2011,М
226,3.71,СМ,12,Специалист,False,2011,М
227,4.17,СМ,11,Специалист,True,2013,М
231,3.67,СМ,4,Специалист,True,2012,М
237,4.0,СМ,1,Специалист,True,2017,М
239,3.0,СМ,2,Специалист,True,2008,М
240,3.47,СМ,7,Специалист,True,2008,М
260,3.2,СМ,1,Специалист,True,2010,М
265,3.0,СМ,1,Специалист,True,2011,М
266,3.4,СМ,1,Специалист,True,2012,М
268,3.8,СМ,1,Специалист,True,2015,М
269,3.0,СМ,2,Специалист,True,2007,М
270,3.4,СМ,1,Специалист,True,2008,М
271,3.9,СМ,2,Специалист,True,2008,М
284,4.56,СМ,3,Специалист,True,2014,М
285,4.75,СМ,4,М,False,2016,М
322,3.26,СМ,7,Б,True,2010,М
469,3.2,СМ,10,Специалист,True,2007,М
470,4.84,СМ,12,Специалист,False,2009,М
471,4.2,СМ,11,Специалист,False,2010,М
472,4.11,СМ,11,Специалист,False,2010,М
475,4.7,СМ,6,Специалист,True,2012,М
476,4.0,СМ,8,Б,False,2013,М
483,4.88,СМ,4,М,False,2015,М
484,4.83,СМ,2,М,True,2016,М
534,3.64,СМ,11,Специалист,False,2009,М
535,4.17,СМ,10,Специалист,True,2010,М
536,4.02,СМ,11,Специалист,True,2011,М
537,3.96,СМ,11,Специалист,True,2012,М
538,4.15,СМ,10,Специалист,True,2012,М
539,4.58,СМ,12,Специалист,False,2014,М
540,3.9,СМ,2,Специалист,True,2010,М
545,3.4,СМ,1,Специалист,True,2013,М
547,4.16,СМ,12,Специалист,False,2014,М
548,3.2,СМ,2,Специалист,True,2008,М
617,3.44,СМ,7,Б,True,2013,М
618,4.32,СМ,7,Б,True,2014,М
619,3.56,СМ,7,Б,True,2014,М
620,3.0,СМ,1,Б,True,2016,М
621,3.81,СМ,8,Б,False,2016,М
622,4.88,СМ,4,М,False,2018,М
623,4.94,СМ,4,М,False,2018,М
624,4.83,СМ,3,М,True,2015,М
666,4.97,СМ,12,Специалист,False,2009,М
667,4.74,СМ,10,Специалист,True,2011,М
668,4.65,СМ,10,Специалист,True,2014,М
670,3.4,СМ,2,Специалист,True,2011,М
671,4.0,СМ,3,Специалист,True,2012,М
673,3.0,СМ,1,Специалист,True,2009,М
688,3.1,СМ,2,Специалист,True,2008,М
713,3.62,СМ,11,Специалист,True,2009,М
714,3.95,СМ,11,Специалист,True,2009,М
715,3.52,СМ,11,Специалист,False,2010,М
716,3.61,СМ,12,Специалист,True,2011,М
717,4.39,СМ,11,Специалист,True,2009,М
718,3.53,СМ,12,Специалист,False,2011,М
719,3.4,СМ,1,Специалист,True,2011,М
720,3.2,СМ,1,Специалист,True,2014,М
733,3.26,СМ,4,Специалист,True,2016,М
734,3.2,СМ,1,Специалист,True,2009,М
759,3.0,СМ,2,Специалист,True,2010,М
804,3.61,СМ,11,Специалист,False,2010,М
805,3.91,СМ,11,Специалист,False,2010,М
806,3.6,СМ,12,Специалист,False,2014,М
807,3.89,СМ,12,Специалист,True,2007,М
808,4.92,СМ,12,Специалист,False,2011,М
809,3.43,СМ,11,Специалист,True,2009,М
810,3.84,СМ,11,Специалист,True,2011,М
811,4.06,СМ,10,Специалист,True,2007,М
812,3.59,СМ,12,Специалист,False,2011,М
813,3.59,СМ,12,Специалист,False,2011,М
814,4.42,СМ,11,Специалист,True,2013,М
815,4.8,СМ,11,Специалист,True,2013,М
819,3.42,СМ,4,Специалист,True,2012,М
821,3.5,СМ,1,Специалист,True,2018,М
822,3.2,СМ,2,Специалист,True,2007,М
823,3.0,СМ,1,Специалист,True,2007,М
824,3.1,СМ,2,Специалист,True,2009,М
839,3.2,СМ,1,Специалист,True,2010,М
840,3.1,СМ,2,Специалист,True,2010,М
841,3.33,СМ,1,Специалист,True,2011,М
844,3.0,СМ,1,Специалист,True,2012,М
849,3.27,СМ,3,Специалист,True,2007,М
